area_type,availability,location,bath,price,bhk,sqft
Super built-up  Area,Soon to be Vacated,2nd Phase Judicial Layout,1,26.0,1,525.0
Built-up  Area,Ready To Move,Ramagondanahalli,2,65.0,2,920.0
Built-up  Area,Ready To Move,Dommasandra,3,68.0,4,2700.0
Super built-up  Area,Ready To Move,Other,3,199.0,3,1740.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,2,90.0,3,1530.0
Carpet  Area,Ready To Move,Other,2,90.0,3,1372.0
Super built-up  Area,Soon to be Vacated,Jakkur,3,131.0,3,1950.0
Plot  Area,Ready To Move,Vijayanagar,2,225.0,2,1380.0
Built-up  Area,Ready To Move,Uttarahalli,2,43.0,2,1085.0
Carpet  Area,Soon to be Vacated,Bhoganhalli,4,121.0,4,1451.5
Super built-up  Area,Ready To Move,Bellandur,2,57.0,2,1286.0
Built-up  Area,Ready To Move,Other,2,63.0,2,925.0
Super built-up  Area,Ready To Move,Bellandur,4,230.0,4,3016.0
Built-up  Area,Ready To Move,Haralur Road,2,44.0,2,1000.0
Plot  Area,Ready To Move,Other,3,95.0,4,1200.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,100.0,2,1336.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1,36.85,1,673.0
Plot  Area,Ready To Move,Anandapura,2,58.0,2,1200.0
Super built-up  Area,Ready To Move,Malleshwaram,3,160.0,3,1600.0
Plot  Area,Ready To Move,Other,2,79.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Other,3,270.0,3,2500.0
Plot  Area,Ready To Move,Devanahalli,5,100.0,5,2400.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,65.0,2,1143.0
Plot  Area,Ready To Move,Other,3,145.0,4,1584.0
Super built-up  Area,Ready To Move,Koramangala,3,286.0,3,2292.0
Super built-up  Area,Ready To Move,Kothanur,3,71.0,3,1460.0
Built-up  Area,Ready To Move,Sanjay nagar,3,250.0,5,3300.0
Super built-up  Area,Ready To Move,Chikkalasandra,2,48.0,2,1230.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1,20.0,1,650.0
Super built-up  Area,Ready To Move,Benson Town,2,120.0,2,1480.0
Super built-up  Area,Ready To Move,Other,3,115.0,3,1570.0
Built-up  Area,Ready To Move,Other,3,400.0,3,3000.0
Plot  Area,Ready To Move,Sarjapur  Road,5,600.0,4,4000.0
Plot  Area,Ready To Move,Ramamurthy Nagar,2,68.0,2,1100.0
Super built-up  Area,Ready To Move,Kathriguppe,2,87.01,3,1350.0
Built-up  Area,Ready To Move,Kasavanhalli,3,116.0,3,1719.0
Super built-up  Area,Ready To Move,Budigere,1,35.0,1,664.0
Super built-up  Area,Soon to be Vacated,Sonnenahalli,2,50.53,2,1011.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2,49.475,2,717.0
Super built-up  Area,Ready To Move,Whitefield,2,150.0,3,1520.0
Super built-up  Area,Soon to be Vacated,Kothanur,3,150.0,3,1760.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,33.0,2,875.0
Super built-up  Area,Ready To Move,Hennur,2,48.0,2,1231.0
Super built-up  Area,Ready To Move,Somasundara Palya,2,74.0,2,1174.0
Built-up  Area,Ready To Move,Munnekollal,3,75.0,3,1560.0
Plot  Area,Ready To Move,Kanakpura Road,3,130.0,3,2200.0
Built-up  Area,Ready To Move,Shivaji Nagar,2,55.0,2,850.0
Built-up  Area,Ready To Move,Other,3,180.0,3,1750.0
Plot  Area,Ready To Move,Other,1,160.0,2,1500.0
Plot  Area,Ready To Move,Other,6,275.0,6,2100.0
Super built-up  Area,Ready To Move,Kodihalli,4,260.0,3,2408.0
Super built-up  Area,Ready To Move,Indira Nagar,3,225.0,3,2070.0
Plot  Area,Ready To Move,Mahalakshmi Layout,5,158.0,4,1575.0
Plot  Area,Ready To Move,Kodichikkanahalli,4,180.0,4,3250.0
Super built-up  Area,Ready To Move,Uttarahalli,2,47.0,2,1175.0
Super built-up  Area,Ready To Move,Channasandra,2,34.5,2,1030.0
Super built-up  Area,Soon to be Vacated,Hebbal,2,115.0,2,1440.0
Built-up  Area,Ready To Move,Hoodi,2,84.0,2,1500.0
Built-up  Area,Ready To Move,Other,1,36.5,1,705.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,103.0,3,1584.01
Super built-up  Area,Ready To Move,Other,3,77.0,3,1340.0
Super built-up  Area,Ready To Move,R.T. Nagar,2,45.0,2,1200.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,1,40.0,1,685.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,52.0,2,1125.0
Super built-up  Area,Ready To Move,Hebbal,2,54.0,2,1100.0
Plot  Area,Soon to be Vacated,Jigani,3,149.0,3,2400.0
Built-up  Area,Ready To Move,Ambedkar Nagar,4,290.0,4,3530.0
Super built-up  Area,Ready To Move,HSR Layout,2,60.0,2,1185.0
Plot  Area,Ready To Move,Other,2,216.0,2,1200.0
Super built-up  Area,Ready To Move,Hennur,2,58.0,2,1255.0
Built-up  Area,Ready To Move,Kudlu Gate,3,89.0,3,1335.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,3,132.0,3,1999.0
Plot  Area,Ready To Move,Other,2,125.0,2,1200.0
Super built-up  Area,Ready To Move,Kundalahalli,3,110.0,3,1397.0
Super built-up  Area,Ready To Move,Cooke Town,4,450.0,4,3950.0
Plot  Area,Ready To Move,Yelahanka New Town,2,130.0,2,1200.0
Plot  Area,Ready To Move,Chikka Tirupathi,3,95.0,3,1616.0
Built-up  Area,Ready To Move,Other,2,175.0,4,1270.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,38.55,2,1140.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,30.0,1,525.0
Plot  Area,Ready To Move,Varthur,2,98.0,3,1200.0
Super built-up  Area,Soon to be Vacated,Balagere,2,81.0,2,1205.47
Plot  Area,Ready To Move,Other,3,130.0,3,1200.0
Super built-up  Area,Ready To Move,Electronic City,3,75.0,3,1700.0
Super built-up  Area,Soon to be Vacated,Thanisandra,1,60.84,1,923.0
Super built-up  Area,Ready To Move,Green Glen Layout,2,48.0,2,1050.0
Super built-up  Area,Soon to be Vacated,Hennur Road,3,93.865,3,1664.0
Built-up  Area,Ready To Move,Indira Nagar,1,70.0,1,500.0
Super built-up  Area,Ready To Move,Thanisandra,3,93.25,3,1743.0
Super built-up  Area,Ready To Move,Other,3,425.0,3,2500.0
Super built-up  Area,Ready To Move,Mysore Road,2,110.0,3,1512.0
Super built-up  Area,Ready To Move,Other,5,385.0,4,3100.0
Plot  Area,Ready To Move,Other,4,150.0,4,1200.0
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3,85.0,3,2400.0
Super built-up  Area,Ready To Move,Hormavu,2,44.4,2,1141.0
Super built-up  Area,Ready To Move,Anandapura,2,43.1,2,1151.0
Plot  Area,Ready To Move,Other,3,270.0,3,3259.0
Super built-up  Area,Soon to be Vacated,Bannerghatta Road,2,65.12,2,1115.0
Super built-up  Area,Ready To Move,Kaggadasapura,2,53.0,2,1200.0
Super built-up  Area,Ready To Move,Singasandra,2,65.0,2,1300.0
Super built-up  Area,Ready To Move,Bellandur,2,85.0,2,1457.0
Super built-up  Area,Ready To Move,Kannamangala,2,55.0,2,1262.0
Super built-up  Area,Soon to be Vacated,Ananth Nagar,2,22.5,2,900.0
Built-up  Area,Ready To Move,Attibele,1,17.0,1,420.0
Super built-up  Area,Ready To Move,Kanakapura,2,46.39,2,1160.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,50.0,2,1115.0
Built-up  Area,Ready To Move,JP Nagar,2,85.4,3,1315.0
Built-up  Area,Ready To Move,Babusapalaya,2,57.0,2,1500.0
Super built-up  Area,Ready To Move,HSR Layout,2,68.0,2,1127.0
Super built-up  Area,Soon to be Vacated,Kundalahalli,3,104.0,3,1397.0
Super built-up  Area,Ready To Move,Sompura,2,28.0,2,1090.0
Super built-up  Area,Soon to be Vacated,Jakkur,2,76.0,2,1230.0
Super built-up  Area,Soon to be Vacated,Talaghattapura,3,121.0,3,1868.0
Super built-up  Area,Ready To Move,Uttarahalli,3,91.2,3,1689.28
Plot  Area,Ready To Move,Tindlu,2,100.0,2,1350.0
Built-up  Area,Ready To Move,Channasandra,6,180.0,6,4200.0
Super built-up  Area,Ready To Move,Uttarahalli,2,85.0,3,1310.0
Super built-up  Area,Soon to be Vacated,Kundalahalli,3,108.0,3,1397.0
Super built-up  Area,Soon to be Vacated,Sarjapur,2,40.0,2,1157.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,61.2,2,1125.0
Super built-up  Area,Ready To Move,Sonnenahalli,2,42.0,2,1157.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,82.0,2,1241.0
Super built-up  Area,Soon to be Vacated,Binny Pete,1,62.0,1,660.0
Super built-up  Area,Ready To Move,Rajiv Nagar,4,148.0,4,2340.0
Built-up  Area,Ready To Move,Other,1,42.0,1,596.0
Plot  Area,Ready To Move,Other,4,110.0,4,1200.0
Super built-up  Area,Ready To Move,Other,3,190.0,3,1910.0
Super built-up  Area,Ready To Move,Brookefield,2,80.0,2,1139.0
Super built-up  Area,Soon to be Vacated,Sarjapura - Attibele Road,2,28.41,2,1033.0
Super built-up  Area,Ready To Move,Chandapura,2,42.0,2,877.0
Built-up  Area,Soon to be Vacated,Electronics City Phase 1,2,75.0,2,1340.0
Built-up  Area,Ready To Move,Other,3,149.0,3,1750.0
Super built-up  Area,Soon to be Vacated,Other,2,63.0,2,985.0
Super built-up  Area,Soon to be Vacated,Other,2,129.0,2,1300.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,150.0,3,1850.0
Super built-up  Area,Ready To Move,Other,2,88.0,3,1490.0
Super built-up  Area,Soon to be Vacated,Hormavu,2,42.3,2,1130.0
Super built-up  Area,Ready To Move,Yelachenahalli,2,55.0,2,1080.0
Super built-up  Area,Ready To Move,Hennur Road,2,94.5,3,1290.0
Super built-up  Area,Soon to be Vacated,Hosa Road,2,85.28,3,1318.0
Super built-up  Area,Ready To Move,Electronic City,2,68.0,2,1128.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,56.74,2,1051.0
Super built-up  Area,Ready To Move,Yelahanka,2,85.0,2,1327.0
Super built-up  Area,Ready To Move,Other,1,30.0,1,650.0
Plot  Area,Soon to be Vacated,Varthur,3,67.75,3,1200.0
Super built-up  Area,Ready To Move,Other,2,89.99,3,1500.0
Plot  Area,Ready To Move,Other,4,145.0,4,1350.0
Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,28.88,2,1000.0
Super built-up  Area,Soon to be Vacated,Jakkur,3,160.0,3,1819.18
Built-up  Area,Ready To Move,Nagarbhavi,1,175.0,1,900.0
Super built-up  Area,Soon to be Vacated,Hebbal,3,83.87,3,1355.0
Super built-up  Area,Ready To Move,Sarakki Nagar,4,270.0,3,2145.0
Super built-up  Area,Ready To Move,Malleshwaram,4,300.0,3,2475.0
Super built-up  Area,Soon to be Vacated,Kaggadasapura,2,30.0,2,1118.0
Super built-up  Area,Ready To Move,Other,1,42.0,1,910.0
Super built-up  Area,Soon to be Vacated,Hosakerehalli,2,100.0,2,1304.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,47.5,2,1070.0
Super built-up  Area,Soon to be Vacated,Hebbal,3,395.0,3,3500.0
Super built-up  Area,Soon to be Vacated,Hoodi,2,89.37,2,1132.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1,65.0,1,794.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,43.59,2,1090.0
Super built-up  Area,Ready To Move,Gottigere,3,70.0,3,1500.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3,225.0,3,2059.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,30.0,1,525.0
Super built-up  Area,Soon to be Vacated,Bhoganhalli,2,75.97,2,1447.0
Super built-up  Area,Soon to be Vacated,Whitefield,2,75.0,2,1269.0
Plot  Area,Soon to be Vacated,Other,4,700.0,4,4800.0
Super built-up  Area,Ready To Move,Talaghattapura,2,28.0,2,1150.0
Super built-up  Area,Ready To Move,Marathahalli,2,70.0,2,1208.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,45.5,2,1185.0
Plot  Area,Ready To Move,Laggere,3,130.0,3,1200.0
Super built-up  Area,Ready To Move,Anekal,2,34.0,2,888.0
Built-up  Area,Ready To Move,Other,1,22.49,1,532.0
Super built-up  Area,Ready To Move,Other,3,62.0,3,1060.0
Built-up  Area,Ready To Move,Electronic City,1,35.0,1,700.0
Super built-up  Area,Ready To Move,Uttarahalli,2,47.0,2,1175.0
Super built-up  Area,Soon to be Vacated,Binny Pete,2,122.0,2,1365.0
Super built-up  Area,Ready To Move,Doddathoguru,2,51.0,2,984.0
Super built-up  Area,Ready To Move,Jalahalli East,3,96.0,3,1475.0
Super built-up  Area,Ready To Move,Haralur Road,2,79.0,2,1300.0
Super built-up  Area,Ready To Move,Other,2,160.0,2,1550.0
Built-up  Area,Ready To Move,Akshaya Nagar,3,95.0,3,1666.0
Plot  Area,Ready To Move,Akshaya Nagar,4,160.0,4,1410.0
Plot  Area,Soon to be Vacated,Yelahanka,5,800.0,4,4025.0
Super built-up  Area,Ready To Move,Murugeshpalya,3,91.0,3,1845.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,52.0,3,1676.0
Super built-up  Area,Soon to be Vacated,Uttarahalli,2,63.0,2,1137.0
Super built-up  Area,Ready To Move,Electronic City,2,70.5,3,1360.0
Built-up  Area,Ready To Move,Judicial Layout,3,155.0,3,1700.0
Super built-up  Area,Soon to be Vacated,Kasavanhalli,3,151.0,3,2170.0
Built-up  Area,Ready To Move,Electronic City Phase II,3,100.0,3,1790.0
Super built-up  Area,Ready To Move,Doddathoguru,1,17.0,1,550.0
Built-up  Area,Ready To Move,Somasundara Palya,2,48.0,2,1033.0
Built-up  Area,Ready To Move,Other,2,80.0,2,1000.0
Super built-up  Area,Ready To Move,Kambipura,2,39.0,2,883.0
Built-up  Area,Soon to be Vacated,Other,2,97.0,3,1500.0
Super built-up  Area,Ready To Move,Marathahalli,3,139.0,3,1730.0
Super built-up  Area,Ready To Move,Whitefield,3,79.0,3,1545.0
Super built-up  Area,Soon to be Vacated,Other,4,140.0,3,1865.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2,40.0,2,1150.0
Plot  Area,Ready To Move,Marsur,3,120.0,3,1200.0
Built-up  Area,Ready To Move,Kaikondrahalli,4,108.0,4,1700.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,120.0,3,1682.0
Super built-up  Area,Soon to be Vacated,Hennur Road,2,49.5,2,901.0
Super built-up  Area,Ready To Move,Ambalipura,3,120.0,3,1730.0
Plot  Area,Ready To Move,Konanakunte,4,125.0,4,1200.0
Super built-up  Area,Ready To Move,EPIP Zone,3,102.0,3,1500.0
Built-up  Area,Ready To Move,Other,4,245.0,4,3500.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,54.0,2,1357.0
Built-up  Area,Ready To Move,Yelahanka New Town,1,13.5,1,350.0
Plot  Area,Ready To Move,Ramamurthy Nagar,3,200.0,3,1400.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1,46.95,1,835.0
Plot  Area,Ready To Move,Other,3,160.0,2,815.0
Super built-up  Area,Ready To Move,Haralur Road,2,80.0,3,1444.0
Super built-up  Area,Ready To Move,Kanakapura,2,55.0,2,1277.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,94.71,3,1521.0
Super built-up  Area,Ready To Move,Vasanthapura,2,34.82,2,995.0
Built-up  Area,Ready To Move,Marathahalli,1,92.0,2,1325.0
Built-up  Area,Ready To Move,Kothanur,6,150.0,6,4000.0
Built-up  Area,Ready To Move,Marathahalli,3,90.0,3,1525.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,23.0,1,650.0
Built-up  Area,Ready To Move,Old Airport Road,2,167.0,3,1858.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,40.0,2,769.0
Super built-up  Area,Ready To Move,Electronic City,3,105.0,3,1571.0
Super built-up  Area,Ready To Move,Hennur Road,3,86.56,3,1445.0
Super built-up  Area,Ready To Move,Hosur Road,2,135.0,3,1590.0
Super built-up  Area,Ready To Move,Bommasandra,2,49.0,2,902.0
Plot  Area,Soon to be Vacated,Sarjapur,3,140.0,3,2238.0
Built-up  Area,Ready To Move,Haralur Road,2,68.0,2,1088.0
Plot  Area,Ready To Move,Other,6,205.0,6,2150.0
Super built-up  Area,Ready To Move,Kundalahalli,3,150.0,3,1920.0
Plot  Area,Ready To Move,Margondanahalli,2,57.0,2,1000.0
Built-up  Area,Ready To Move,Horamavu Agara,2,43.09,2,1106.0
Built-up  Area,Soon to be Vacated,Thanisandra,1,45.69,1,923.0
Plot  Area,Soon to be Vacated,Sarjapur  Road,3,285.0,3,2900.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,75.0,2,1175.0
Built-up  Area,Ready To Move,Thubarahalli,2,55.0,2,975.0
Super built-up  Area,Ready To Move,Hebbal,4,180.0,3,2400.0
Super built-up  Area,Ready To Move,Harlur,3,133.0,3,1758.0
Super built-up  Area,Soon to be Vacated,Hebbal,2,77.68,3,1255.0
Built-up  Area,Ready To Move,Pai Layout,2,50.0,2,1100.0
Super built-up  Area,Soon to be Vacated,Ramamurthy Nagar,2,46.8,2,1170.0
Built-up  Area,Soon to be Vacated,Hebbal,2,107.0,2,1420.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,3,115.0,3,1591.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,120.0,3,1680.0
Plot  Area,Ready To Move,Other,3,52.0,2,675.0
Super built-up  Area,Soon to be Vacated,Hoodi,2,57.63,2,1055.0
Super built-up  Area,Ready To Move,Iblur Village,3,129.0,3,1918.0
Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,76.0,2,1280.0
Super built-up  Area,Ready To Move,Talaghattapura,3,126.0,3,2106.0
Super built-up  Area,Ready To Move,Other,3,139.0,3,1801.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,288.0,2,1718.0
Super built-up  Area,Soon to be Vacated,Hebbal,2,92.0,2,1320.0
Built-up  Area,Ready To Move,Other,4,324.0,4,2990.0
Built-up  Area,Ready To Move,Kalyan nagar,5,300.0,4,3800.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,100.0,3,1893.0
Super built-up  Area,Ready To Move,Chandapura,2,43.0,3,1107.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,75.0,2,1190.0
Plot  Area,Ready To Move,Other,2,160.0,2,2400.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,2,48.5,2,1000.0
Super built-up  Area,Ready To Move,Jalahalli,3,155.0,3,2113.0
Built-up  Area,Ready To Move,KR Puram,2,46.0,2,1100.0
Super built-up  Area,Ready To Move,Kudlu,2,43.0,2,1027.0
Built-up  Area,Soon to be Vacated,Other,2,75.0,2,1150.0
Plot  Area,Ready To Move,Other,3,165.0,3,1200.0
Super built-up  Area,Soon to be Vacated,Kudlu Gate,1,52.0,1,703.0
Super built-up  Area,Ready To Move,Bellandur,2,51.0,2,1195.0
Super built-up  Area,Ready To Move,Narayanapura,2,69.1,2,1302.0
Super built-up  Area,Soon to be Vacated,Begur Road,3,74.4,3,1583.0
Super built-up  Area,Ready To Move,Whitefield,4,260.0,4,3262.0
Built-up  Area,Soon to be Vacated,Electronic City,3,104.0,3,1600.0
Super built-up  Area,Ready To Move,Old Airport Road,2,90.0,2,1150.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,78.0,2,1263.0
Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,85.0,2,1299.0
Super built-up  Area,Ready To Move,Banashankari,2,78.0,2,1330.0
Built-up  Area,Ready To Move,Bannerghatta Road,3,95.0,3,1600.0
Super built-up  Area,Ready To Move,Other,2,80.0,3,1390.0
Super built-up  Area,Ready To Move,Other,2,90.0,3,1550.0
Built-up  Area,Ready To Move,Hebbal,2,49.0,2,919.0
Super built-up  Area,Ready To Move,Gunjur,2,44.0,2,1195.0
Super built-up  Area,Ready To Move,Yelenahalli,2,60.0,2,1159.0
Super built-up  Area,Ready To Move,Harlur,2,79.0,2,1197.0
Super built-up  Area,Soon to be Vacated,Old Airport Road,4,191.0,4,2690.0
Super built-up  Area,Soon to be Vacated,Bommasandra,2,50.28,3,1295.0
Super built-up  Area,Soon to be Vacated,Whitefield,2,79.28,2,1132.0
Built-up  Area,Ready To Move,Other,3,400.0,3,2350.0
Super built-up  Area,Soon to be Vacated,Hebbal,3,135.0,3,1645.0
Plot  Area,Ready To Move,Whitefield,4,330.0,4,3000.0
Super built-up  Area,Ready To Move,Marathahalli,3,140.0,3,1937.0
Super built-up  Area,Ready To Move,Doddathoguru,2,33.5,2,1015.0
Super built-up  Area,Ready To Move,Kathriguppe,2,80.99,3,1350.0
Super built-up  Area,Ready To Move,Kothanur,2,59.0,2,1185.0
Super built-up  Area,Ready To Move,Domlur,3,135.0,3,1720.0
Super built-up  Area,Ready To Move,Hebbal,3,175.0,3,2080.0
Plot  Area,Ready To Move,Tindlu,3,87.0,3,1500.0
Super built-up  Area,Ready To Move,Yelahanka,3,97.0,3,1566.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,334.0,3,2386.0
Plot  Area,Ready To Move,Other,4,110.0,4,1500.0
Super built-up  Area,Ready To Move,KR Puram,2,49.02,2,1290.0
Super built-up  Area,Ready To Move,Other,3,165.0,3,1839.0
Plot  Area,Ready To Move,Other,4,760.0,4,4200.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2,46.0,2,1100.0
Super built-up  Area,Ready To Move,Uttarahalli,2,74.0,3,1315.0
Super built-up  Area,Ready To Move,Anandapura,2,42.75,2,1141.0
Super built-up  Area,Ready To Move,AECS Layout,2,55.0,2,1080.0
Super built-up  Area,Ready To Move,HBR Layout,2,60.0,2,1200.0
Super built-up  Area,Ready To Move,Varthur,2,41.88,2,1111.0
Super built-up  Area,Ready To Move,NGR Layout,2,45.9,2,1022.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,65.0,2,1275.0
Super built-up  Area,Ready To Move,Other,2,70.0,2,900.0
Super built-up  Area,Ready To Move,Battarahalli,2,43.0,2,1135.0
Super built-up  Area,Ready To Move,Kudlu Gate,3,86.0,3,1535.0
Super built-up  Area,Soon to be Vacated,Nagavarapalya,2,130.0,2,1392.0
Super built-up  Area,Ready To Move,Bellandur,2,72.0,2,1050.0
Super built-up  Area,Soon to be Vacated,Hosa Road,3,103.0,3,1513.0
Super built-up  Area,Ready To Move,Gottigere,3,72.0,3,1621.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,39.0,2,892.0
Super built-up  Area,Soon to be Vacated,Hebbal,3,83.87,3,1355.0
Super built-up  Area,Ready To Move,Indira Nagar,2,168.0,2,1400.0
Super built-up  Area,Soon to be Vacated,Kengeri,2,35.0,2,726.0
Plot  Area,Ready To Move,Other,3,149.0,3,1500.0
Super built-up  Area,Ready To Move,Hebbal,4,405.0,4,3895.0
Super built-up  Area,Soon to be Vacated,Horamavu Agara,2,41.0,2,1079.0
Super built-up  Area,Ready To Move,Begur Road,2,46.0,2,1170.0
Super built-up  Area,Ready To Move,Doddathoguru,2,39.0,2,1104.0
Super built-up  Area,Soon to be Vacated,Kogilu,3,127.0,3,1559.0
Super built-up  Area,Ready To Move,Benson Town,3,150.0,3,1750.0
Super built-up  Area,Soon to be Vacated,Ramagondanahalli,2,45.5,2,1215.0
Super built-up  Area,Soon to be Vacated,Talaghattapura,3,135.0,3,1868.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,98.0,3,1691.0
Built-up  Area,Ready To Move,Ardendale,3,350.0,5,4355.0
Super built-up  Area,Soon to be Vacated,Hulimavu,2,55.0,2,1225.0
Super built-up  Area,Ready To Move,JP Nagar,3,112.0,3,1690.0
Super built-up  Area,Ready To Move,Thigalarapalya,2,103.0,2,1418.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3,125.0,4,1896.0
Super built-up  Area,Soon to be Vacated,Sonnenahalli,1,40.0,1,605.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,32.5,2,900.0
Plot  Area,Ready To Move,Other,2,50.0,1,750.0
Super built-up  Area,Ready To Move,Ananth Nagar,2,26.0,2,908.0
Super built-up  Area,Ready To Move,Thanisandra,4,226.0,4,3216.0
Plot  Area,Ready To Move,BEML Layout,4,225.0,5,2400.0
Built-up  Area,Ready To Move,Iblur Village,2,68.0,2,1400.0
Super built-up  Area,Ready To Move,Kudlu,2,44.0,2,1092.0
Super built-up  Area,Ready To Move,Hulimavu,2,74.0,2,1255.0
